patent_type,composition_subtype,cmc_subtype,clinical_indications,clinical_population,reasoning_short,lens_id,error
,,,,,,075-365-221-280-927,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,149-739-704-551-214,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-780-045-051-40X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,112-875-840-479-310,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-222-930-655-391,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,007-666-320-583-686,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,012-966-347-804-86X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,012-968-351-100-776,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,023-421-349-829-664,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,029-336-457-196-173,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,020-210-100-282-043,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,029-441-198-097-502,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-819-707-583-200,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,046-749-736-794-768,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,041-672-936-237-662,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,052-670-270-126-658,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,058-960-124-205-802,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,067-726-036-400-481,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,070-849-046-926-389,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,076-895-852-898-349,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,072-383-740-385-413,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,082-132-263-211-109,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,081-198-287-367-453,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,085-133-765-446-147,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,102-801-131-922-098,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,104-504-900-602-198,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,110-303-461-821-730,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,112-552-061-200-097,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,137-808-860-638-857,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,134-160-151-362-597,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,131-884-603-086-955,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-537-224-007-07X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,148-064-851-164-995,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,145-021-941-702-479,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,156-459-227-556-705,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,159-748-523-897-096,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-774-926-287-185,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,195-006-759-771-652,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-265-212-877-224,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-950-785-334-847,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,046-158-558-203-376,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,196-803-952-488-013,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,150-476-905-655-531,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,072-077-372-821-254,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-822-725-385-800,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,008-960-471-172-394,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,018-846-489-215-552,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,017-344-091-171-127,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,041-811-537-542-149,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,035-803-584-780-919,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,029-743-856-027-690,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,027-483-422-690-742,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-552-448-061-501,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,052-369-230-746-155,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,069-427-322-817-440,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,070-279-133-848-110,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,074-034-929-899-263,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,067-273-550-473-30X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,091-354-612-482-08X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,100-549-649-740-366,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,117-079-948-865-322,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,119-698-159-442-787,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,104-770-773-140-067,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,117-769-004-304-569,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,119-784-670-543-228,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,126-916-338-494-941,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,141-466-851-649-260,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-301-820-029-399,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,163-177-715-920-180,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,151-288-157-522-722,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,152-098-596-617-829,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,175-121-289-617-463,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,188-074-604-444-463,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,190-773-194-090-002,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,186-955-556-517-45X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-443-950-587-24X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,199-309-040-353-373,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,017-267-776-083-174,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,017-563-111-064-100,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,192-842-344-370-421,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,131-784-464-800-582,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,002-458-792-079-527,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,022-442-421-311-402,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,017-085-231-777-857,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,019-030-068-626-470,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,022-370-561-746-563,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,029-583-502-628-042,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,036-733-997-577-164,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,036-320-244-745-383,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,077-081-677-130-562,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,047-227-275-206-027,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,044-151-491-928-027,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-950-889-053-05X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,056-902-907-295-113,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,062-261-753-112-379,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,086-012-270-896-651,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,100-064-100-678-424,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-411-576-839-984,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,104-182-748-553-723,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,151-749-016-828-698,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,132-141-025-150-087,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-082-978-372-042,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,165-711-279-443-874,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,150-196-944-197-274,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-620-380-423-911,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,103-090-408-931-797,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,188-517-133-909-227,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-096-643-712-182,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,195-914-076-592-499,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,085-018-100-221-994,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,178-519-180-498-279,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,080-329-716-643-753,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,005-344-981-223-552,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,026-468-352-598-075,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,025-353-149-768-95X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,030-562-742-080-242,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-357-858-166-945,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,040-890-380-307-731,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,046-229-186-493-557,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,033-174-921-412-470,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,047-997-633-845-007,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,053-809-210-173-540,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,052-079-779-314-063,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,074-962-069-090-625,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,074-367-608-300-833,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,073-391-408-806-50X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,091-008-942-368-659,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,082-192-109-886-874,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,116-091-609-511-306,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,102-640-858-775-856,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,097-341-953-922-827,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,093-931-017-225-396,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,116-783-478-574-039,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,118-341-851-779-636,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,113-564-199-653-907,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,142-687-113-023-763,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,140-534-501-783-158,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,137-950-828-671-734,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,153-474-248-775-102,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,181-818-594-962-244,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,183-797-164-051-080,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,095-188-734-595-482,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-139-912-843-570,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,105-189-474-248-833,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,166-997-653-820-864,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,019-850-070-994-348,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,009-819-624-454-493,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,010-455-884-868-853,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,015-259-381-838-533,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-920-712-796-856,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-291-122-663-112,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,044-278-904-847-013,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,047-912-336-803-470,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,061-623-908-443-156,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,057-248-543-983-398,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,084-559-721-347-843,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,107-236-171-765-544,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,106-045-504-690-15X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,117-892-790-220-875,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,116-693-353-657-202,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,116-980-796-750-280,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,134-002-185-348-511,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,137-233-228-044-399,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,129-183-254-246-813,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,137-864-758-872-512,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,158-911-145-476-497,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,152-458-399-270-834,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,169-946-686-898-341,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,175-133-546-043-762,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-800-310-951-32X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,161-571-796-771-238,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,160-794-806-777-804,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-440-274-062-114,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,187-226-783-579-446,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,182-670-108-314-945,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,050-537-735-079-017,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,008-889-538-485-207,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,061-382-807-789-751,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,100-563-305-437-911,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-448-529-339-703,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-514-491-124-071,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-452-580-965-672,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,013-540-915-819-567,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,030-935-103-384-775,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,027-899-080-448-890,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,030-041-136-437-412,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,022-555-798-561-664,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-450-572-465-022,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,039-141-708-801-693,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,032-992-008-670-03X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,061-785-782-851-913,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,063-165-374-253-629,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,058-183-030-907-666,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,081-010-770-862-289,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,082-013-851-073-513,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,073-532-095-373-833,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,072-708-916-671-847,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,072-469-900-776-120,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,064-766-259-085-113,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,106-278-774-415-366,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,100-300-088-103-67X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,120-554-722-523-539,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,131-773-918-107-288,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,136-899-241-887-467,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,142-430-443-589-918,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,129-500-230-636-75X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,153-490-113-673-192,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,158-635-946-905-601,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,155-658-727-759-23X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,147-745-722-874-867,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,144-153-487-602-096,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,178-082-514-251-892,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,188-752-933-105-681,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,199-770-428-203-449,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,138-312-978-931-861,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,007-789-331-885-428,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,003-783-398-753-726,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,013-287-333-155-311,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-396-879-683-043,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,013-909-856-753-226,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,031-897-585-709-350,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,028-968-946-498-745,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,019-482-598-762-40X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-324-217-086-969,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,046-323-514-991-047,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,059-388-624-248-675,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,062-290-360-121-058,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,091-267-649-040-968,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,095-224-858-668-589,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,101-241-029-759-053,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,096-337-474-911-049,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,098-493-117-365-067,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,096-957-432-064-440,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,107-050-886-572-396,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,123-404-764-269-087,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,138-721-100-195-226,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,172-537-067-796-486,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,159-768-273-699-537,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,051-619-645-838-185,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,053-842-838-548-55X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,109-138-967-668-137,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,000-732-746-939-844,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,004-225-733-694-082,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,001-731-385-375-036,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,011-244-219-978-522,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,060-897-639-283-239,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,041-660-502-669-523,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,034-371-343-297-616,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,047-194-679-228-486,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,049-043-156-046-960,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,063-438-681-377-841,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,082-645-282-086-458,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,084-627-686-942-699,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,089-124-164-855-27X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,111-115-783-089-122,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,121-858-420-143-61X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,160-424-719-813-59X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-033-088-235-803,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,145-684-024-684-792,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,149-405-349-835-406,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,161-157-339-447-375,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,195-525-687-155-280,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,034-553-205-273-285,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,049-859-530-706-597,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,003-921-633-933-261,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,031-243-736-255-366,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,036-862-131-750-22X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,050-049-616-765-96X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,068-401-760-092-425,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,062-440-429-755-472,Error code: 429 - {'message': 'Limit Exceeded'}
